pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
CU,2024-05-26,77.7,-1.09,5.78,"Yamamoto, Yoshinobu",605361,808967,,ball,,,,,13.0,Ball,R,L,R,CIN,LAD,B,,,0,0,2024,0.87,-1.31,-0.85,1.94,,,,1,2,Bot,,,,,,,-1.0891486934559742,-113.08250874704086,1.1734183671852765,7.618833217475392,22.5607207197792,-43.83490185064108,3.37,1.57,,,,77.9,2847.0,6.7,746711,605131,518692,666158,571771,605141,606192,681624,518792,53.84,,,,,,,,13,1,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,25.0,-0.001,0.039,,,,-0.039,,0,0,0.5281110468127662,0.5281110468127662,25,34,26,34,1,0,6.0,2.0,6.0,1.0,5.12,-0.87,0.87,55.0,,,,,
CU,2024-05-26,77.6,-0.91,5.85,"Yamamoto, Yoshinobu",663697,808967,field_out,hit_into_play,,,,,2.0,Jonathan India flies out to center fielder Andy Pages.,R,R,R,CIN,LAD,X,8.0,fly_ball,1,1,2024,0.85,-1.14,0.18,3.08,,,,0,2,Bot,148.9,52.5,,,,,0.772648409666485,-112.86147642654636,3.189694097880877,7.003275270165682,23.044649231488872,-42.70233317752377,3.32,1.55,367.0,96.4,30.0,77.6,2686.0,6.6,746711,605131,518692,666158,571771,605141,606192,681624,518792,53.93,0.217,0.382,0.0,1.0,0.0,0.0,5.0,12,3,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,34.0,-0.024,-0.243,70.0,6.5,0.697,0.243,96.4,0,0,0.5513068952625529,0.5513068952625529,25,27,26,28,1,0,6.0,1.0,6.0,1.0,4.96,-0.85,-0.85,53.4,0.7243723542792079,2.290496834412141,21.155942996235108,38.32790663885655,28.070866345879445
FF,2024-05-26,95.1,-1.2,5.75,"Yamamoto, Yoshinobu",663697,808967,,ball,,,,,11.0,Ball,R,R,R,CIN,LAD,B,,,0,1,2024,-0.53,1.24,-0.85,3.51,,,,0,2,Bot,,,,,,,2.093849828747683,-138.45355336912792,-2.984654311416118,-7.226029317633856,32.516600823034025,-15.788830339303743,3.25,1.49,,,,95.2,2045.0,6.5,746711,605131,518692,666158,571771,605141,606192,681624,518792,54.04,,,,,,,,12,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,204.0,-0.001,0.025,,,,-0.025,,0,0,0.5513068952625529,0.5513068952625529,25,27,26,28,1,0,6.0,1.0,6.0,1.0,1.29,0.53,0.53,44.9,,,,,
FF,2024-05-26,94.2,-1.21,5.62,"Yamamoto, Yoshinobu",663697,808967,,foul,,,,,2.0,Foul,R,R,R,CIN,LAD,S,,,0,0,2024,-0.86,1.3,0.23,2.96,,,,0,2,Bot,,,,,,,5.667988680560306,-137.00790016326226,-4.119430338061077,-12.114812664020317,30.269580506664695,-15.022241324356788,3.32,1.55,158.0,77.0,64.0,94.6,2232.0,6.5,746711,605131,518692,666158,571771,605141,606192,681624,518792,53.98,,,,,,,,12,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,211.0,-0.001,-0.037,73.3,6.8,,0.037,88.0,0,0,0.5513068952625529,0.5513068952625529,25,27,26,28,1,0,6.0,1.0,6.0,1.0,1.27,0.86,0.86,46.1,2.1980214111769985,3.338790545208941,23.577927240050737,38.921018106434985,24.576583168577393
FS,2024-05-26,91.1,-1.3,5.64,"Yamamoto, Yoshinobu",641584,808967,strikeout,swinging_strike,,,,,13.0,Jake Fraley strikes out swinging.,R,L,R,CIN,LAD,S,2.0,,0,2,2024,-1.15,0.16,-1.52,1.45,,668715.0,,2,1,Bot,,,,,,,1.9313740720845607,-132.64483910594728,-4.95231288759561,-13.97532307439812,30.352074678123905,-29.442930974334704,3.37,1.61,,,,91.2,1478.0,6.5,746711,605131,518692,666158,571771,605141,606192,681624,518792,54.0,,0.0,0.0,1.0,0.0,0.0,,8,3,Split-Finger,0,0,0,0,0,0,0,0,Infield shade,Standard,228.0,-0.033,-0.195,63.9,7.4,,0.195,,0,0,0.5325484507906827,0.5325484507906827,25,29,26,29,1,0,6.0,1.0,6.0,1.0,2.6,1.15,-1.15,47.0,2.801633030713924,-0.8530489106775011,37.02706128687747,54.77317263936541,21.563536093013944
FS,2024-05-26,91.3,-1.28,5.61,"Yamamoto, Yoshinobu",641584,808967,,swinging_strike,,,,,7.0,Swinging Strike,R,L,R,CIN,LAD,S,,,0,1,2024,-1.17,0.14,-0.38,2.02,,668715.0,,2,1,Bot,,,,,,,4.788189410172509,-132.88752666933544,-3.46570584821884,-14.878837900269984,27.44291878770883,-30.03543384192284,3.37,1.61,,,,92.0,1301.0,6.6,746711,605131,518692,666158,571771,605141,606192,681624,518792,53.91,,,,,,,,8,2,Split-Finger,0,0,0,0,0,0,0,0,Standard,Standard,238.0,0.0,-0.067,72.6,7.7,,0.067,,0,0,0.5325484507906827,0.5325484507906827,25,29,26,29,1,0,6.0,1.0,6.0,1.0,2.59,1.17,-1.17,45.8,21.35466712246489,-20.498066505260475,34.006005580993204,41.13977769202472,38.50361872949445
CU,2024-05-26,77.6,-1.13,5.76,"Yamamoto, Yoshinobu",641584,808967,,called_strike,,,,,5.0,Called Strike,R,L,R,CIN,LAD,S,,,0,0,2024,0.9,-1.36,-0.14,2.35,,668715.0,,2,1,Bot,,,,,,,0.4551020095371297,-112.7822070977317,2.2971852883468475,7.46867538940213,24.804544343158987,-44.34103808661218,3.3,1.46,,,,77.2,2815.0,6.5,746711,605131,518692,666158,571771,605141,606192,681624,518792,53.98,,,,,,,,8,1,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,30.0,0.0,-0.04,,,,0.04,,0,0,0.5325484507906827,0.5325484507906827,25,29,26,29,1,0,6.0,1.0,6.0,1.0,5.22,-0.9,0.9,59.8,,,,,
SI,2024-05-26,95.8,-1.17,5.55,"Yamamoto, Yoshinobu",668715,808967,double,hit_into_play,,,,,5.0,Spencer Steer doubles (12) on a sharp line drive to left fielder Teoscar Hernández.,R,R,R,CIN,LAD,X,7.0,line_drive,1,0,2024,-1.15,1.21,0.11,2.37,,,,2,1,Bot,82.0,69.36,,,,,6.013957360166495,-139.33165787308585,-5.532744395182401,-16.396704812727922,32.15459240061701,-15.31912169682698,3.35,1.62,339.0,105.5,17.0,96.1,2379.0,6.5,746711,605131,518692,666158,571771,605141,606192,681624,518792,53.96,0.557,0.669,1.25,1.0,1.0,1.0,5.0,7,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,210.0,0.023,0.575,75.0,7.4,1.06,-0.575,105.5,0,0,0.5103018082716771,0.5103018082716771,25,26,26,27,1,0,6.0,1.0,6.0,1.0,1.28,1.15,1.15,44.9,16.7282156761324,-2.2973389113763703,25.03133270458894,35.89450104115928,31.237400571876428
FF,2024-05-26,96.5,-1.21,5.6,"Yamamoto, Yoshinobu",668715,808967,,ball,,,,,14.0,Ball,R,R,R,CIN,LAD,B,,,0,0,2024,-0.49,1.27,1.28,2.14,,,,2,1,Bot,,,,,,,7.747798457992713,-140.20247977728982,-6.469413732732721,-8.302583850419206,35.07036342178623,-14.169120116591468,3.17,1.44,,,,96.5,2292.0,6.6,746711,605131,518692,666158,571771,605141,606192,681624,518792,53.91,,,,,,,,7,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,209.0,0.0,0.04,,,,-0.04,,0,0,0.5103018082716771,0.5103018082716771,25,26,26,27,1,0,6.0,1.0,6.0,1.0,1.21,0.49,0.49,47.5,,,,,
CU,2024-05-26,79.8,-1.15,5.7,"Yamamoto, Yoshinobu",682829,808967,strikeout,called_strike,,,,,8.0,Elly De La Cruz called out on strikes.,R,L,R,CIN,LAD,S,2.0,,0,2,2024,1.0,-1.24,0.12,1.92,,,,1,1,Bot,,,,,,,0.9090208011302784,-116.098768426463,0.9093744662303382,8.708257008318673,26.343214753082968,-43.65853109990155,3.63,1.62,,,,79.4,2914.0,6.5,746711,605131,518692,666158,571771,605141,606192,681624,518792,54.02,,0.0,0.0,1.0,0.0,0.0,,6,3,Curveball,0,0,0,0,0,0,0,0,Infield shade,Standard,31.0,-0.016,-0.162,,,,0.162,,0,0,0.5262814372791581,0.5262814372791581,25,22,26,22,1,0,6.0,1.0,6.0,1.0,4.88,-1.0,1.0,50.8,,,,,
CU,2024-05-26,76.6,-0.96,5.84,"Yamamoto, Yoshinobu",682829,808967,,swinging_strike,,,,,9.0,Swinging Strike,R,L,R,CIN,LAD,S,,,0,1,2024,1.0,-1.64,0.54,2.19,,,,1,1,Bot,,,,,,,1.3594801360919662,-111.23027862776824,2.5940104633252243,7.664065351123839,28.15439180978755,-46.30762073667908,3.74,1.83,,,,75.4,2775.0,6.5,746711,605131,518692,666158,571771,605141,606192,681624,518792,54.03,,,,,,,,6,2,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,29.0,0.0,-0.057,72.4,8.0,,0.057,,0,0,0.5262814372791581,0.5262814372791581,25,22,26,22,1,0,6.0,1.0,6.0,1.0,5.68,-1.0,1.0,55.4,22.915326197442752,-31.704109979887455,33.786828987871935,30.363247033718935,55.37367196266312
FF,2024-05-26,96.3,-1.16,5.65,"Yamamoto, Yoshinobu",682829,808967,,called_strike,,,,,13.0,Called Strike,R,L,R,CIN,LAD,S,,,0,0,2024,-0.56,1.35,-0.86,2.42,,,,1,1,Bot,,,,,,,2.0971534753786,-140.1180413082676,-6.034622454182398,-7.868516963092339,34.36485033479656,-13.20989198922419,3.68,1.75,,,,96.3,2188.0,6.5,746711,605131,518692,666158,571771,605141,606192,681624,518792,53.99,,,,,,,,6,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,209.0,0.0,-0.037,,,,0.037,,0,0,0.5262814372791581,0.5262814372791581,25,22,26,22,1,0,6.0,1.0,6.0,1.0,1.12,0.56,-0.56,45.5,,,,,
FF,2024-05-26,95.9,-1.24,5.61,"Yamamoto, Yoshinobu",674441,808967,strikeout,called_strike,,,,,5.0,Jacob Hurtubise called out on strikes.,R,L,R,CIN,LAD,S,2.0,,3,2,2024,-0.51,1.49,-0.1,2.06,,,,0,1,Bot,,,,,,,4.188999097886876,-139.29045701284576,-7.0550805545754,-7.622064319859105,37.32826360270571,-11.35113908567036,3.2,1.46,,,,95.4,2114.0,6.5,746711,605131,518692,666158,571771,605141,606192,681624,518792,53.97,,0.0,0.0,1.0,0.0,0.0,,5,7,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,215.0,-0.022,-0.333,,,,0.333,,0,0,0.5481093573629149,0.5481093573629149,25,26,26,27,1,0,6.0,1.0,6.0,1.0,1.03,0.51,-0.51,43.5,,,,,
FF,2024-05-26,95.6,-1.27,5.64,"Yamamoto, Yoshinobu",674441,808967,,foul,,,,,4.0,Foul,R,L,R,CIN,LAD,S,,,3,2,2024,-0.65,1.22,-0.31,2.61,,,,0,1,Bot,,,,,,,3.996553762958551,-139.12338284982667,-5.166723087424341,-9.308877738108873,30.69869161196422,-15.305996127017568,3.31,1.63,177.0,66.3,39.0,96.1,2095.0,6.5,746711,605131,518692,666158,571771,605141,606192,681624,518792,53.96,,,,,,,,5,6,4-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Standard,205.0,-0.001,0.0,66.6,6.1,,0.0,88.0,0,0,0.5481093573629149,0.5481093573629149,25,26,26,27,1,0,6.0,1.0,6.0,1.0,1.27,0.65,-0.65,46.4,-8.907159565975093,10.67010920482473,37.701013365572656,35.39051192481229,17.2107503820681
CU,2024-05-26,77.6,-1.07,5.79,"Yamamoto, Yoshinobu",674441,808967,,ball,,,,,11.0,Ball,R,L,R,CIN,LAD,B,,,2,2,2024,1.08,-1.3,-1.21,3.32,,,,0,1,Bot,,,,,,,-2.289160793647265,-112.78806126162314,4.189377891577482,9.594652948385116,24.43666443717385,-44.29440068556341,3.12,1.36,,,,77.0,2766.0,6.4,746711,605131,518692,666158,571771,605141,606192,681624,518792,54.14,,,,,,,,5,5,Curveball,0,0,0,0,0,0,0,0,Strategic,Standard,34.0,-0.001,0.107,,,,-0.107,,0,0,0.5481093573629149,0.5481093573629149,25,26,26,27,1,0,6.0,1.0,6.0,1.0,5.16,-1.08,1.08,53.9,,,,,
FS,2024-05-26,91.5,-1.15,5.78,"Yamamoto, Yoshinobu",674441,808967,,ball,,,,,13.0,Ball,R,L,R,CIN,LAD,B,,,1,2,2024,-1.25,0.6,-0.03,0.13,,,,0,1,Bot,,,,,,,5.557261187358027,-132.82503483872986,-9.651592022001008,-16.001981486855293,29.451175890612124,-23.166050604805672,3.17,1.52,,,,91.6,1557.0,6.6,746711,605131,518692,666158,571771,605141,606192,681624,518792,53.93,,,,,,,,5,4,Split-Finger,0,0,0,0,0,0,0,0,Infield shade,Standard,227.0,-0.001,0.04,,,,-0.04,,0,0,0.5481093573629149,0.5481093573629149,25,26,26,27,1,0,6.0,1.0,6.0,1.0,2.15,1.25,-1.25,50.3,,,,,
FS,2024-05-26,90.1,-1.19,5.86,"Yamamoto, Yoshinobu",674441,808967,,ball,,,,,13.0,Ball,R,L,R,CIN,LAD,B,,,0,2,2024,-1.12,0.72,-0.99,1.17,,,,0,1,Bot,,,,,,,2.90332601025238,-131.1619435560257,-7.288362118865975,-13.592011236906318,26.22168940712164,-22.545435266373993,3.22,1.54,,,,90.7,1467.0,6.5,746711,605131,518692,666158,571771,605141,606192,681624,518792,53.99,,,,,,,,5,3,Split-Finger,0,0,0,0,0,0,0,0,Infield shade,Standard,223.0,-0.001,0.023,,,,-0.023,,0,0,0.5481093573629149,0.5481093573629149,25,26,26,27,1,0,6.0,1.0,6.0,1.0,2.07,1.12,-1.12,49.8,,,,,
CU,2024-05-26,77.3,-1.07,5.88,"Yamamoto, Yoshinobu",674441,808967,,called_strike,,,,,8.0,Called Strike,R,L,R,CIN,LAD,S,,,0,1,2024,0.56,-1.26,-0.24,1.9,,,,0,1,Bot,,,,,,,0.7422840030338781,-112.50221218274062,0.8205042167493988,4.560160762915702,21.90156366669372,-43.17157972539448,3.22,1.46,,,,77.4,2839.0,6.5,746711,605131,518692,666158,571771,605141,606192,681624,518792,53.97,,,,,,,,5,2,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,32.0,-0.001,-0.054,,,,0.054,,0,0,0.5481093573629149,0.5481093573629149,25,26,26,27,1,0,6.0,1.0,6.0,1.0,5.09,-0.56,0.56,52.3,,,,,
FF,2024-05-26,95.0,-1.16,5.77,"Yamamoto, Yoshinobu",674441,808967,,called_strike,,,,,5.0,Called Strike,R,L,R,CIN,LAD,S,,,0,0,2024,-0.55,1.5,-0.23,2.36,,,,0,1,Bot,,,,,,,3.673432080331303,-138.2626421066519,-6.683791644087268,-7.85240363679448,29.778713887536956,-11.589880237576368,3.25,1.46,,,,95.5,2179.0,6.5,746711,605131,518692,666158,571771,605141,606192,681624,518792,53.99,,,,,,,,5,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,210.0,-0.001,-0.037,,,,0.037,,0,0,0.5481093573629149,0.5481093573629149,25,26,26,27,1,0,6.0,1.0,6.0,1.0,1.01,0.55,-0.55,50.0,,,,,
SL,2024-05-20,86.4,-1.18,5.39,"Yamamoto, Yoshinobu",621028,808967,single,hit_into_play,,,,,2.0,"Kevin Newman singles on a ground ball to center fielder Andy Pages, deflected by second baseman Miguel Rojas.   Eugenio Suárez scores.",R,R,R,LAD,AZ,X,4.0,ground_ball,2,2,2024,0.56,0.28,0.04,2.9,,553993.0,,1,7,Top,115.33,98.14,,,,,1.7831036129564612,-125.8751744408922,-0.3058488793857863,5.579564256201847,25.681920401805897,-29.335319617861813,3.16,1.49,83.0,96.9,4.0,86.8,2762.0,6.5,746146,669257,518692,500743,571771,605141,621035,681624,518792,54.03,0.497,0.467,0.9,1.0,1.0,0.0,4.0,52,6,Slider,6,1,1,6,2,6,2,6,Standard,Standard,78.0,-0.019,0.615,65.8,6.1,0.566,-0.615,96.9,5,-5,0.963739238660842,0.0362607613391581,25,30,26,31,3,2,7.0,1.0,6.0,1.0,2.77,-0.56,-0.56,43.8,-0.9746803142362224,6.728305282558538,26.12525679960145,38.3207083120979,26.113355973381495
FF,2024-05-20,96.0,-1.12,5.43,"Yamamoto, Yoshinobu",621028,808967,,ball,,,,,14.0,Ball,R,R,R,LAD,AZ,B,,,1,2,2024,-0.42,1.09,0.74,1.36,,553993.0,,1,7,Top,,,,,,,5.930959739897037,-139.53270639700295,-7.684998141536259,-6.880420731864669,31.902102216003364,-16.36384891667835,3.27,1.59,,,,96.6,2071.0,6.8,746146,669257,518692,500743,571771,605141,621035,681624,518792,53.74,,,,,,,,52,5,4-Seam Fastball,6,1,1,6,1,6,1,6,Standard,Standard,216.0,0.004,0.018,,,,-0.018,,5,-5,0.963739238660842,0.0362607613391581,25,30,26,31,3,2,7.0,1.0,6.0,1.0,1.39,0.42,0.42,43.3,,,,,
FS,2024-05-20,90.4,-1.16,5.49,"Yamamoto, Yoshinobu",621028,808967,,foul,,,,,4.0,Foul,R,R,R,LAD,AZ,S,,,1,2,2024,-0.66,0.06,-0.67,2.36,,553993.0,,1,7,Top,,,,,,,2.655366562511386,-131.66584324695685,-1.967073093595104,-8.297565587551626,28.953249061963128,-31.271755599750595,3.16,1.49,3.0,61.3,-40.0,91.2,1320.0,6.8,746146,669257,518692,500743,571771,605141,621035,681624,518792,53.67,,,,,,,,52,4,Split-Finger,6,1,1,6,1,6,1,6,Standard,Standard,235.0,0.004,0.0,61.6,6.9,,0.0,88.0,5,-5,0.963739238660842,0.0362607613391581,25,30,26,31,3,2,7.0,1.0,6.0,1.0,2.73,0.66,0.66,45.7,19.682124506112604,-20.777301064696065,28.882930567645182,29.02718582932045,36.632899166140334
FS,2024-05-20,91.3,-1.21,5.44,"Yamamoto, Yoshinobu",621028,808967,,foul,,,,,7.0,Foul,R,R,R,LAD,AZ,S,,,1,1,2024,-1.18,0.09,-0.46,1.4,,553993.0,,1,7,Top,,,,,,,4.426511840437386,-132.94232003598356,-4.518578665387927,-14.908678429626864,28.393896040528144,-30.37870345959446,3.16,1.49,,,,91.7,1498.0,6.5,746146,669257,518692,500743,571771,605141,621035,681624,518792,54.01,,,,,,,,52,3,Split-Finger,6,1,1,6,1,6,1,6,Standard,Standard,229.0,0.004,-0.062,70.1,7.3,,0.062,,5,-5,0.963739238660842,0.0362607613391581,25,30,26,31,3,2,7.0,1.0,6.0,1.0,2.64,1.18,1.18,44.5,12.772689975230543,-17.006163346009263,43.106655283518,31.74149940023764,34.06822801409093
SL,2024-05-20,85.6,-1.18,5.38,"Yamamoto, Yoshinobu",621028,808967,,called_strike,,,,,9.0,Called Strike,R,R,R,LAD,AZ,S,,,1,0,2024,0.61,-0.5,0.5,1.44,,553993.0,,1,7,Top,,,,,,,2.7449139569304073,-124.62614631876416,-2.005891298967192,5.776875001937566,26.683023225768203,-37.131159574394246,3.27,1.53,,,,85.9,2799.0,6.6,746146,669257,518692,500743,571771,605141,621035,681624,518792,53.9,,,,,,,,52,2,Slider,6,1,1,6,1,6,1,6,Standard,Standard,66.0,0.004,-0.043,,,,0.043,,5,-5,0.963739238660842,0.0362607613391581,25,30,26,31,3,2,7.0,1.0,6.0,1.0,3.62,-0.61,-0.61,43.2,,,,,
CU,2024-05-20,79.5,-0.93,5.58,"Yamamoto, Yoshinobu",621028,808967,,blocked_ball,,,,,14.0,Ball In Dirt,R,R,R,LAD,AZ,B,,,0,0,2024,1.08,-1.43,1.05,0.52,,553993.0,,1,7,Top,,,,,,,2.335662806537478,-115.6461231367918,-1.492693991059772,8.968318090383773,26.122762152864784,-44.715109862258174,3.18,1.6,,,,79.6,2780.0,6.8,746146,669257,518692,500743,571771,605141,621035,681624,518792,53.66,,,,,,,,52,1,Curveball,6,1,1,6,1,6,1,6,Standard,Standard,34.0,0.004,0.027,,,,-0.027,,5,-5,0.963739238660842,0.0362607613391581,25,30,26,31,3,2,7.0,1.0,6.0,1.0,5.1,-1.08,-1.08,52.0,,,,,
SL,2024-05-20,86.3,-1.25,5.48,"Yamamoto, Yoshinobu",672515,808967,strikeout,called_strike,,,,,9.0,Gabriel Moreno called out on strikes.,R,R,R,LAD,AZ,S,2.0,,1,2,2024,0.35,0.05,0.52,1.64,,553993.0,,0,7,Top,,,,,,,3.529113346488101,-125.63174906995737,-3.0343567547115393,2.978573033252198,24.93971724877555,-31.281392304008502,3.42,1.63,,,,87.0,2692.0,6.7,746146,669257,518692,500743,571771,605141,621035,681624,518792,53.83,,0.0,0.0,1.0,0.0,0.0,,51,4,Slider,6,1,1,6,1,6,1,6,Standard,Strategic,74.0,0.024,-0.238,,,,0.238,,5,-5,0.9444187529829892,0.0555812470170108,25,24,26,24,3,2,7.0,2.0,6.0,1.0,3.01,-0.35,-0.35,43.3,,,,,
FS,2024-05-20,91.3,-1.14,5.49,"Yamamoto, Yoshinobu",672515,808967,,swinging_strike,,,,,13.0,Swinging Strike,R,R,R,LAD,AZ,S,,,1,1,2024,-1.16,-0.08,-0.55,1.24,,553993.0,,0,7,Top,,,,,,,4.034155320699506,-132.83289203547278,-4.662728307251528,-14.643330801055551,28.758488973713607,-32.3469783046523,3.38,1.54,,,,91.7,1494.0,6.6,746146,669257,518692,500743,571771,605141,621035,681624,518792,53.91,,,,,,,,51,3,Split-Finger,6,1,1,6,1,6,1,6,Standard,Strategic,230.0,0.007,-0.072,,,,0.072,,5,-5,0.9444187529829892,0.0555812470170108,25,24,26,24,3,2,7.0,2.0,6.0,1.0,2.82,1.16,1.16,44.6,,,,,
SI,2024-05-20,95.1,-1.14,5.47,"Yamamoto, Yoshinobu",672515,808967,,ball,,,,,13.0,Ball,R,R,R,LAD,AZ,B,,,0,1,2024,-1.16,0.94,-0.67,1.01,,553993.0,,0,7,Top,,,,,,,3.846509793825662,-138.22022614500108,-8.192323904327012,-15.752876757827089,30.626025046718492,-18.45624203864702,3.44,1.66,,,,95.5,2189.0,6.6,746146,669257,518692,500743,571771,605141,621035,681624,518792,53.9,,,,,,,,51,2,Sinker,6,1,1,6,1,6,1,6,Standard,Strategic,211.0,0.007,0.036,,,,-0.036,,5,-5,0.9444187529829892,0.0555812470170108,25,24,26,24,3,2,7.0,2.0,6.0,1.0,1.58,1.16,1.16,45.2,,,,,
FF,2024-05-20,95.5,-1.02,5.59,"Yamamoto, Yoshinobu",672515,808967,,called_strike,,,,,14.0,Called Strike,R,R,R,LAD,AZ,S,,,0,0,2024,-0.53,1.39,0.86,2.22,,553993.0,,0,7,Top,,,,,,,6.179059201100574,-138.94772593551284,-6.427329452407363,-8.24480963533833,30.38422969503909,-12.963134236269283,3.43,1.65,,,,96.2,2000.0,6.7,746146,669257,518692,500743,571771,605141,621035,681624,518792,53.84,,,,,,,,51,1,4-Seam Fastball,6,1,1,6,1,6,1,6,Standard,Standard,215.0,0.007,-0.035,,,,0.035,,5,-5,0.9444187529829892,0.0555812470170108,25,24,26,24,3,2,7.0,2.0,6.0,1.0,1.11,0.53,0.53,50.2,,,,,
FS,2024-05-20,89.9,-1.05,5.62,"Yamamoto, Yoshinobu",553993,808967,double,hit_into_play,,,,,4.0,Eugenio Suárez doubles (10) on a sharp line drive to left fielder Chris Taylor.,R,R,R,LAD,AZ,X,7.0,line_drive,1,1,2024,-0.6,0.23,-0.58,2.64,,,,0,7,Top,32.54,96.0,,,,,2.4614630022581716,-131.06895590675555,-1.9526650798768443,-7.464141228543609,25.62097908388376,-29.38042719714047,3.46,1.56,286.0,108.4,18.0,90.9,1377.0,6.6,746146,669257,518692,500743,571771,605141,621035,681624,518792,53.87,0.666,0.861,1.25,1.0,1.0,1.0,6.0,50,3,Split-Finger,6,1,1,6,1,6,1,6,Strategic,Standard,230.0,-0.017,0.705,72.4,7.7,1.389,-0.705,108.4,5,-5,0.9681349915444776,0.0318650084555224,25,32,26,33,3,2,7.0,2.0,6.0,1.0,2.57,0.6,0.6,48.6,19.9474768534086,-5.172467809868181,37.99130559047937,28.2501432770111,35.95792459236184
FS,2024-05-20,90.7,-1.1,5.57,"Yamamoto, Yoshinobu",553993,808967,,ball,,,,,13.0,Ball,R,R,R,LAD,AZ,B,,,0,1,2024,-1.4,0.0,-0.41,0.75,,,,0,7,Top,,,,,,,4.7552878450966025,-131.90764281409523,-6.09431513507411,-17.394584917533766,30.330560648810913,-31.00739970920268,3.67,1.7,,,,90.7,1557.0,6.5,746146,669257,518692,500743,571771,605141,621035,681624,518792,53.98,,,,,,,,50,2,Split-Finger,6,1,1,6,1,6,1,6,Strategic,Standard,226.0,0.004,0.025,,,,-0.025,,5,-5,0.9681349915444776,0.0318650084555224,25,32,26,33,3,2,7.0,2.0,6.0,1.0,2.79,1.4,1.4,46.0,,,,,
SI,2024-05-20,95.0,-1.04,5.63,"Yamamoto, Yoshinobu",553993,808967,,swinging_strike,,,,,13.0,Swinging Strike,R,R,R,LAD,AZ,S,,,0,0,2024,-1.28,1.03,-0.92,2.07,,,,0,7,Top,,,,,,,3.19817853338109,-138.1456436167261,-5.97805312923839,-17.031950917998323,32.925533226766895,-17.84652130096325,3.46,1.56,,,,95.4,2132.0,6.7,746146,669257,518692,500743,571771,605141,621035,681624,518792,53.78,,,,,,,,50,1,Sinker,6,1,1,6,1,6,1,6,Strategic,Standard,210.0,0.004,-0.037,74.6,7.7,,0.037,,5,-5,0.9681349915444776,0.0318650084555224,25,32,26,33,3,2,7.0,2.0,6.0,1.0,1.51,1.28,1.28,46.7,11.466282746031952,-3.707429382333293,43.346754804416214,24.10857098605814,23.457325450352293
